Date,historical,gold_garch,copper_garch,aluminum_garch,cocoa_garch,coffee_garch,cotton_garch,crude_oil_garch,natural_gas_garch
2015-02-02,,17.781999779687194,26.409709880896173,21.50069166279417,20.024347548744448,38.98737261020196,19.852778295324722,63.591280470162474,74.31235727168495
2015-02-03,,17.516108408224905,25.43031407713778,20.346053785955007,19.905890155571793,38.233038160590645,19.72751765250736,60.64806847623355,71.12506935516518
2015-02-04,,17.58685162719901,27.89575263249564,19.593033924909072,19.751462127897454,37.62240206343157,21.036785998970398,67.9181236456189,69.20898709441583
2015-02-05,,17.335924069743037,26.684469902829377,19.02468281910112,19.767213580890065,37.655248016440986,20.725314155660687,81.64789217575604,68.21961553080051
2015-02-06,,17.07791683178326,25.533082977009133,18.466944729154967,19.612383486927413,36.93063004068808,20.574212385526426,78.61133646914206,66.28123994735351
2015-02-09,,17.825930757155994,24.53513727538712,20.642593810089632,19.607995844495612,36.416913789518304,20.27132717788726,73.5761954283337,63.575926426881104
2015-02-10,,17.606853852342645,23.604500388020377,19.762898991976556,21.161953035948542,35.75241547668993,20.256440230315786,68.93239794220449,60.94044136379407
2015-02-11,,17.45057848008816,23.438975600520337,21.245573907331224,20.91306831103054,38.12368494012576,19.953175367090335,71.21279722263478,60.027348764846366
2015-02-12,,17.39908026521679,22.667358441552754,20.751879386345745,20.70854925530573,37.383468872556854,19.812762231378997,67.17064448377609,61.016802423602506
2015-02-13,,17.135366026431505,23.49763141188742,20.814445757067645,21.55358602744952,37.825404962485756,19.628766945870662,67.47051348049258,60.254113698573214
2015-02-17,0.18426786770834272,16.92743247285791,22.670390046299254,19.77405418960626,21.32443058510178,37.17731481904901,19.348449113753343,64.49332734504726,59.70184990792957
2015-02-18,0.18034113189574144,17.141852031796038,22.117008066793527,25.499237384381246,21.14140852081433,39.09165826973057,19.81088267014146,60.04478843746607,57.72863444811871
2015-02-19,0.17726209427514164,16.985777621578247,22.430203461759575,27.537452603405516,21.123348017556793,38.717545668789704,19.896437681135083,57.64939298102106,56.56665676072621
2015-02-20,0.1761859448252876,16.802052503482848,21.7080011833778,25.485112520908984,20.871672457757963,38.61936927875582,19.6079046372807,54.53830889454925,54.197806039305746
2015-02-23,0.17637549461469285,16.563482693159678,21.578830291527222,25.28454323646621,20.622371846996586,37.881064665369095,19.329074992732323,51.4565553157546,55.25554293054204
2015-02-24,0.17543422508443937,16.34535357808058,21.370256325086483,25.023531473705436,20.500188442583468,38.116954601723,19.034380595165082,48.92159532028139,54.286816591384635
2015-02-25,0.1706987645339907,16.124803560089433,23.23278867289091,23.39521258412902,20.38792940454495,37.420251949410556,18.747354429894504,45.51939507670134,52.14509160945122
2015-02-26,0.17217455594036812,15.91226984483229,22.43497177849022,22.03279178447141,20.78278175367108,38.518320175139685,18.81803791205507,46.46410262344587,50.01879797233867
2015-02-27,0.17240573167022666,15.786031992810596,21.727988184016926,21.836866059406802,20.657364929936485,38.392830393223,18.628265959184343,54.39015734665857,58.58492552777553
2015-03-02,0.15566672514015106,15.570894127475635,21.081069070884265,22.06388645737931,20.854086753635485,37.646426165186156,18.496087814696402,53.55051329410212,56.45349783363884
2015-03-03,0.15207921855124326,15.389321019914963,20.519708085893622,20.819363723443413,20.656525943479433,37.09978880921064,18.23684999315782,49.697800925299724,54.485928044322925
2015-03-04,0.14488769168001678,15.196281427748843,20.75367692020338,21.396781138942405,20.439962368894438,41.58686103737265,18.55532026993383,47.25923957537628,52.26320790011314
2015-03-05,0.1448013698105132,15.004869232862909,20.217565808569752,21.844673647781686,20.233204315329004,44.43449066585908,18.298066561891304,45.27340925135883,51.00666649669138
2015-03-06,0.15890250565741837,14.836234091891088,19.75419230730678,20.665195965393323,20.025393040758754,43.86842870711904,18.161103862774624,43.12975013193664,50.325897610617524
2015-03-09,0.15954181896461275,16.244172757235578,20.365371317891217,19.72983338701829,20.315251347503185,44.32096487134438,17.96021481785886,42.4615842056669,48.268503644122994
2015-03-10,0.15834991719129715,16.013401291768353,21.586481722258473,19.527029260793608,20.185158517634722,43.85086158398674,18.510930678038658,39.83623100567779,54.063627759161626
2015-03-11,0.1541417968360595,15.848768109119423,22.32907939602132,22.148990424746454,20.041497793192377,43.164680212287145,19.07667221684698,42.47723095691355,52.61876751862189
2015-03-12,0.1548220173150065,15.770179131000091,21.70346966359016,20.905578827840454,20.124457171651894,42.945373878038204,19.02116900936303,39.693035680761184,52.73349820959367
2015-03-13,0.14180551160004937,15.546413526371277,22.382586090386667,20.264255709014105,19.960692780250124,42.07276247399117,19.28045929320418,39.67093554386173,52.906696020323636
2015-03-16,0.12658512453242193,15.325952489062743,21.670184039869056,19.703476516931193,19.817664272736323,41.5948712042592,19.381983073520953,46.48899264421806,50.73953412426611
2015-03-17,0.1265143697416054,15.111125322945075,21.029787988299187,18.896660821313958,19.8305472760637,45.020585845375365,19.084434077734226,45.12529309454364,48.70731545363332
2015-03-18,0.12444701442421864,14.947864930002213,21.15131360462746,18.285774262466358,21.036470302825336,44.12743127087208,18.863961105628693,42.45198589856023,52.2187349043216
2015-03-19,0.13416839265938105,14.756247838381249,22.15016463188422,17.66411018206787,20.992462752827056,43.49757171177121,21.958688800392007,42.406975584980785,51.122932067667215
2015-03-20,0.14189051859471896,15.071609822737825,25.039985109216225,17.78310508709236,21.169781205687773,43.34337106801507,21.699586012082303,40.70901960254533,52.20269118057197
2015-03-23,0.12856095277333426,15.249744889008849,27.991251827911874,18.255345386660274,22.08400344472232,43.015751359378015,21.343395317711714,43.94985338235208,50.282645373623424
2015-03-24,0.12761576918787398,15.050422158849768,27.097800449757848,17.657092574212808,22.053735696225136,42.24761070946012,21.844602357018132,45.93536406907134,49.12581567489554
2015-03-25,0.12742289551027583,14.861255518310287,25.922022521011936,17.14737261639516,21.915177829954093,42.50698357163752,21.485362473337023,42.76112126168385,47.93741447895116
2015-03-26,0.12600431752259525,14.703853212079286,24.887861297377906,20.105636182046144,21.650134990203142,42.01397855499914,21.477059061511135,44.47195795463008,47.31738417685684
2015-03-27,0.1264728913179325,14.595939811627424,24.013699236452897,19.985490696871075,21.542018394442696,41.16127919544653,21.11987011844933,48.276325315711595,46.33548642066756
2015-03-30,0.1298764577575232,14.448433019518395,24.041845964200004,19.62760531721257,21.34423738246015,40.56961606502592,20.88850663956208,53.789046352544844,46.945230782380975
2015-03-31,0.12296452142882676,14.636474321311947,23.211500297108802,18.887778079322615,21.63704674728698,41.785264750542574,21.22589849958868,49.927303296769615,46.03720139309889
2015-04-01,0.13641635375869315,14.444564314812677,23.14440481497435,18.35953425733755,21.377579130990778,40.95229379713795,21.060532843144976,48.231245109359506,44.20261303631642
2015-04-02,0.13637355493777784,15.233257111772483,22.381874096423505,18.80441629280847,21.625422753670893,40.3541713060554,20.893319813233962,53.22326613585948,42.96016611065253
2015-04-06,0.14276662868264187,15.105770624529649,21.70208545076748,18.093522509079598,21.4411311941649,41.61947605681622,21.26936613844488,50.645914643573114,45.400646815747166
2015-04-07,0.14379462834729073,15.360658887892638,21.189206824767272,17.527794002298368,21.384982003273798,42.20776070693705,22.407199733551423,57.6773000897175,45.053248970361594
2015-04-08,0.1447618290138328,15.246831699764906,21.541216504101655,17.20437640829946,21.181476684089382,42.268644555912495,22.601688122940402,56.77981020985767,43.54893090065864
2015-04-09,0.14627766955484728,15.125594285997812,21.313967617767688,17.753093008279908,21.020448231972328,43.51594831233562,22.2459566873648,65.73699863433843,43.2974705056749
2015-04-10,0.14728250304569,15.063957381622318,20.719367243232373,17.243055194211788,20.823361769235422,42.78021510028802,22.009788779583385,60.80520393435306,44.936262825050655
2015-04-13,0.14757204872687588,15.037085114236705,20.194658402973655,17.808640542113693,20.606051535778647,42.21645229070172,22.385490068845975,56.93284154195832,43.28634630487446
2015-04-14,0.14792659422403265,14.877218900147309,19.818788033968563,17.342557794552466,20.42396632630038,41.46352186102636,21.995389519156706,52.76172926323594,41.58159701749775
2015-04-15,0.14934115554716385,14.745862337241794,19.5564464241719,17.062400624676087,20.672748485970825,40.66436040338863,21.73656772211539,51.03807375843949,40.097671571064694
2015-04-16,0.149355720034445,14.66046781581432,19.200132506387796,17.62816911818218,20.64286780913759,39.93157313642873,21.373796281614837,57.08549620303704,41.1689882230681
2015-04-17,0.14936438139429745,14.484348939351486,20.407683487477954,17.88093782938462,20.95837057859126,39.97447741625122,21.226712985621383,52.91258552428267,41.63139551151521
2015-04-20,0.12791600306584786,14.3255848414593,19.909294297223408,17.41248493880901,20.917903816072187,39.227152786121614,21.2022300521237,50.13756414109324,41.05120179929037
2015-04-21,0.12949380656795523,14.288853214072528,20.64341615712323,16.9776617695941,21.446623693895855,38.453421290800264,20.892910253765677,46.94514488914538,43.464009240915175
2015-04-22,0.134891725428125,14.238710288755772,20.60404241301075,16.60500135647709,21.19856653262293,37.85251272010664,20.665177272219,45.273651720688044,42.3197471101917
2015-04-23,0.1330941701393792,14.48725053703928,20.75318703165073,16.376924356949484,20.944827354469023,37.37618093988752,20.343607479444838,43.06649374683339,41.016559600643156
2015-04-24,0.14237834958516912,14.38045255907404,20.617175628805086,16.645680037209033,20.927797714082473,36.890640555131725,22.57231561053222,43.026728174268285,41.87318198776534
2015-04-27,0.15715997689226532,14.814881888024358,21.50120621726107,18.11397850392872,22.026170881225273,36.2166012291372,24.00325342391971,40.63960866697295,40.24131224608253
2015-04-28,0.15859308869039854,15.829520985743414,21.09620168735334,17.52234638500254,21.90600940456862,37.152624972800325,23.573212175406386,38.054188932144264,39.51432517958623
2015-04-29,0.15832165421992617,15.763250671212282,20.531564401279297,20.33469131320112,21.644879782770268,36.70579621267565,23.167630134584467,35.682067874878825,38.30746562083675
2015-04-30,0.17362895776332238,15.566528927650783,20.11739122573309,20.783674060534036,21.48216645759716,36.01119963786616,22.979430648025968,36.58605942758471,40.24027223623917
2015-05-01,0.16945047296242222,16.47781761855448,23.286293761862826,20.130153776053234,21.230050997614775,35.55328098339418,22.86401312343677,35.7089049302102,46.23752260469693
2015-05-04,0.16767710083922532,16.333540911889656,23.249710671112958,19.19848021366439,21.83713843617818,35.55845196308408,23.280977546664904,33.96951491990576,44.56008332441702
2015-05-05,0.16822315658293985,16.311524257784786,22.466578876020684,18.41861205285583,21.57430723212444,35.084464359476996,22.863731483875213,32.14202869387005,43.40961883563894
2015-05-06,0.16814155247208368,16.128734777324972,21.83574509539137,20.7172624532397,21.996868859126298,34.47231566447262,22.459747343717464,33.324358166139135,42.31689772033616
2015-05-07,0.16858498263582597,15.908776304320256,21.203719798920503,20.232140959669664,22.160940188004286,35.37282067713801,22.06664290791713,31.78737240720965,40.6726466936345
2015-05-08,0.16830213722063353,15.780289425427139,20.634970330598776,21.228386293830027,21.906408214085165,35.29765216437495,22.836679135636942,35.839091603789015,39.81477941867786
2015-05-11,0.16842598619537735,15.618393549131763,20.11610765280612,20.115340025098288,21.731753168019036,34.944729113104955,22.62312018560695,33.92502960518332,45.35461180993788
2015-05-12,0.16607170414968597,15.454583370409141,19.737880841884014,19.386963941369945,21.614721295800052,34.31653015808958,22.557742801712426,32.04882161169811,45.52153893585604
2015-05-13,0.176930874247485,15.367504886798034,19.787898288776155,18.978761141645993,21.51849190205225,33.78774618174049,22.245641149714707,33.33440169426145,46.3609714915427
2015-05-14,0.16727790451835214,16.121665719353317,19.357702559217394,18.460352800192616,21.317370240103003,33.18388088877402,22.143679859575997,31.598789533698902,44.884256867308125
2015-05-15,0.16616533994132676,15.95202277873025,18.987026129489806,18.258228784001965,22.335806589922143,32.71032673587095,22.047106588266217,30.600242531794542,44.56040785756846
2015-05-18,0.1608848615403587,15.721646687844713,18.65303563029989,18.116897883478142,22.374484091104478,32.31196780349993,21.708896458828008,29.138903137379387,42.80032640166444
2015-05-19,0.1675770980184398,15.502930096879942,18.54077820232496,19.55207395922785,22.106942626419116,33.12334757131491,23.329719546641225,27.917807311489835,41.13800964267293
2015-05-20,0.1666322952711728,15.935451348017205,20.499884315923673,18.71236915306447,21.840482858722336,32.76476112725674,23.098166155342494,34.41839593826867,40.820733519458244
2015-05-21,0.16530050360346088,15.710010262433157,20.040294615530804,23.815068499398198,21.648913963481334,33.25002312390661,22.713170835708308,36.37119591656922,39.64194517950527
2015-05-22,0.1631457047250138,15.519029720488776,19.74950744908306,22.306389630396843,21.609364801493157,36.81020970507561,22.422344359068518,37.80355968464722,38.47732754630259
2015-05-26,0.16791363294244735,15.299287375196448,20.015232521946423,21.121828076600035,21.36857565118022,36.28181645327551,22.148150435666377,36.830175783720065,38.438373557257385
2015-05-27,0.16723877870172077,15.547911478257813,19.738839485593914,20.51477471332381,21.114138625321726,36.259408302190955,21.764178280110567,38.487033631928995,38.60306991875329
2015-05-28,0.16587057158554466,15.330975603075077,20.014409704766013,19.890385143421113,20.910394857994206,35.59154992297268,21.439860583625027,36.503014301321954,37.17001238147248
2015-05-29,0.16574343439613604,15.121767363953376,19.831634508818198,21.43406076651387,20.710826748894124,34.961868783304105,21.998082551483307,34.31653375191071,40.49892508024539
2015-06-01,0.1652434091676282,14.913395614062798,19.979843884055573,22.725901031276624,20.668533957452734,34.39789945036236,21.618528504506845,40.838855523834454,40.631120374135435
2015-06-02,0.16437667978090423,14.711251255121752,19.714090900487562,22.988775938355488,20.61949565239009,34.80631135930464,21.477439350176294,38.20286971483365,39.074532465867506
2015-06-03,0.16419617405274772,14.561883183748499,19.43227143862236,22.40526426929395,20.966798144281473,34.783699728414135,21.13176668887607,37.05607358538838,38.5097547256053
2015-06-04,0.1613668945008246,14.518952234418977,19.077418423757106,21.179331712624915,20.740114900544828,34.32730044530452,22.269243207529247,38.205241237158695,38.838901880292674
2015-06-05,0.16092458830556838,14.493141367881076,19.40784467188267,20.355551169530226,20.51433847703173,33.84144581278726,21.893026826165556,39.39711862967895,37.40448865237173
2015-06-08,0.154743785252673,14.390754106004188,19.04039282139281,19.488542432540843,20.270556742721176,33.26243636708665,22.236874846932327,38.36699923827409,36.64602273738208
2015-06-09,0.13806564932338578,14.24502450289667,18.72124042891325,21.862368512411216,20.030653581142218,32.82343435119359,22.177466208873252,37.35855909936695,40.687098236550106
2015-06-10,0.13727568710026508,14.082687932612918,18.732107973776547,22.790092841116618,19.81702984025417,32.29390258935669,21.834679850201436,39.81507008117472,45.75473874016433
2015-06-11,0.13767389626537402,14.02549768112355,18.923395237476083,21.911073999658303,19.656292080812698,31.799645775750797,21.516406276857076,39.042342513898994,44.49760161774289
2015-06-12,0.12074735217981822,13.914693516432914,21.760883406934056,21.363763815566244,19.653031367000402,32.780935035507184,22.244681189463222,37.164614969414224,44.17607724573132
2015-06-15,0.12012739249488621,13.737931897258163,21.126855869354262,20.2889956305241,19.79023784862373,32.20855970739825,22.009640185582853,35.82296367956613,44.3759903606418
2015-06-16,0.11681861119435691,13.632301062967727,21.39917360357284,20.408932017543957,20.30859105142421,33.119492698310786,22.080440581039678,34.01129433544583,48.43762245576535
2015-06-17,0.1159758546744742,13.504996900083038,21.353550663199826,19.43269255460078,20.17915154124469,32.727369897864484,22.508579226546686,32.3029152994202,46.473569704921076
2015-06-18,0.13154786704648921,13.369828022874234,20.755251017463507,18.79001201647624,19.949296941630855,32.76709650401998,22.2979000266125,30.571157378363505,45.1067591065747
2015-06-19,0.12988662165126166,14.278142358605075,20.22779418071278,18.090254816499797,20.527493606470365,32.53919311812769,21.92684215009316,29.380676099390346,45.33048254900688
2015-06-22,0.136372013350459,14.089091432009598,20.510037608644083,18.52228261583538,20.437424402808627,32.180383790260684,21.905399345007332,29.226846099052107,43.97452849560452
2015-06-23,0.13685469271952058,14.449185086759924,20.008531735482837,18.42991517484899,20.251354132213663,32.46544703604044,21.801725522779662,27.838238980288992,44.63308256144103
2015-06-24,0.13488541796356504,14.35706001834819,20.700253861574573,19.210033336597238,20.14917532237153,32.48698805568068,21.559282862464343,29.25236298015229,42.88475927149965
2015-06-25,0.1177188285381704,14.191271040921647,20.242773527951602,18.816602118304253,20.036525738323004,34.35157814414546,21.207411549160764,28.83765010235447,41.55194779660933
2015-06-26,0.11608558256284124,14.00743739677414,19.761132522678906,18.104934555430958,19.854204720565477,33.728771506335875,21.549958921830562,28.12099404779015,42.678929371621386
2015-06-29,0.11741105491897937,13.827587713052377,19.33409752211802,17.570154848084787,20.068972522677623,33.33539153222239,23.82868786838236,26.889058292921497,43.089592256621955
2015-06-30,0.1177624632148259,13.701339775593322,18.985026844338986,17.528152471111735,19.839551997101474,32.810640519112276,23.46690893115159,28.908889361926562,41.711229946844746
2015-07-01,0.10811806280872488,13.621115111871255,18.791090598337252,17.189507157879312,20.2244873093959,32.2394773054269,23.27239837822412,29.52562806683606,40.31023917867316
2015-07-02,0.10842818078976948,13.462430315188682,18.55590128149885,18.693669579518893,19.990769434432572,34.214325098445656,23.877274125878237,37.69455828113199,39.68911389553794
2015-07-06,0.11176188608981472,13.366487002096676,18.272647481265505,18.047549093299477,19.774311033411852,33.61520284501467,23.47163247187188,35.36797555411024,38.68478677347944
2015-07-07,0.12179366034040175,13.374794120396064,22.752815811993955,19.443533647205058,19.559418161092804,33.47422990945367,23.049179189840256,57.15111695350804,38.94916485426444
2015-07-08,0.11945260390873975,13.997542083147433,26.33034463059872,20.90977465184183,19.473538656075927,32.89472885702801,23.077051694822668,52.96589397517907,38.15520204184012
2015-07-09,0.11977050905069245,14.021447763183915,26.535188784692576,19.847602246069442,19.249381950222592,32.32346273475097,23.154992099514846,49.74835246222433,37.15968123662382
2015-07-10,0.11951549684500169,13.875883759154364,26.704222908516737,19.93781275467641,19.187325077518402,31.781811775805206,22.765698758875878,47.71036829488875,36.42919126308118
2015-07-13,0.11942452955673424,13.701269436186049,25.62865605876691,19.03369752033456,19.0017654344639,31.245124692158228,22.59250229377523,44.37006610543526,35.83069750257709
2015-07-14,0.1194403192772828,13.540734338723214,24.622189794200608,18.41668603623496,18.787938671924557,31.912863587813003,22.215375612695865,41.83561213617762,37.833273125906864
2015-07-15,0.11873597290975343,13.379044940478714,23.73881457002726,17.84959989968973,19.304270537244005,32.24691422827378,21.921540514044523,40.01971407011841,36.6616421537351
2015-07-16,0.11721570054100898,13.290053690713211,22.988266895190826,17.65421864732362,19.15908006553094,31.981646040825556,21.959819265218336,41.681228253401265,37.45794571217744
2015-07-17,0.11857272908205764,13.152063221684216,22.20634538406966,17.17022536378313,18.937114214718623,31.462878647305356,21.582526771651658,39.40100979235582,37.633007510060125
2015-07-20,0.13296192049948105,13.288444581752183,21.92687009879536,16.749871369815967,18.747501325322894,30.95278106947429,21.38095534361201,36.89371766873902,36.298879140949836
2015-07-21,0.1315982768021083,14.380775201658636,21.510975703134523,16.739305155540453,18.537700916364397,30.56332404582987,21.021271142682387,35.75460483125353,35.885581801211266
2015-07-22,0.13296095257601084,14.213135768234533,20.915944638339074,20.704642247780818,18.38191252491403,30.443308260021894,20.800397885140747,33.68178394244088,35.84789226674444
2015-07-23,0.13044566133427138,14.320745749107571,21.661245163063537,19.73948670431233,18.795804606247234,30.080295720920475,20.484260996997303,34.691101978256604,34.60091371204061
2015-07-24,0.1310586805073796,14.1418833655902,22.332659732009503,19.633528687195515,18.821580300428984,30.78200668704996,20.189086123028087,33.931749647332346,36.05807117142344
2015-07-27,0.13612004038512762,14.106514386403346,21.63239098146549,18.819675702393113,19.270942845810932,30.32091861283543,19.87169860863849,32.2696424319609,35.44139872014825
2015-07-28,0.13423354880182012,14.152245969726204,21.629232676115894,19.32892077610913,19.0681667712555,30.17658949077043,20.994296573706784,31.955048617343625,34.2025368863218
2015-07-29,0.13417957545709472,13.966639302883308,22.664166876020435,18.792169569015872,18.86500251084734,29.693121916820047,20.646569692428443,30.96129251169487,33.370052219678264
2015-07-30,0.13421342236116196,13.815147089164755,21.92827477561459,18.082314868522968,18.6729987532664,29.58413135600821,20.469375461108402,30.747215812729394,33.854191071592176
2015-07-31,0.11704271919433744,13.680160863633425,21.710227761948723,17.499402187427087,18.46028031262371,29.84773233481929,20.176935205265462,29.405328874030346,38.30340755000824
2015-08-03,0.11679461377626599,13.58881779976379,21.198897159559735,18.588140575021452,18.28150813212749,29.383146745980675,19.920153411671794,32.860877003843456,38.00237389781436
2015-08-04,0.11205705713472058,13.486027123842533,20.886773000138867,18.45788310778362,18.439105879976402,29.09316496478786,20.668358077358484,39.63599087153214,36.946907845418266
2015-08-05,0.11167703967804012,13.319683648586004,20.525579375966082,17.875423545032486,18.229634155094427,28.72990452500103,20.462417399827554,37.69839425351849,37.117668709552845
2015-08-06,0.11339213282422488,13.21396624705831,20.117296268273876,18.602987743263693,18.43378717250123,28.388312937502963,20.15051023256633,36.23276913074426,35.83286630068511
2015-08-07,0.11465332428476435,13.092261194414592,19.66986181311546,19.12245862210729,19.02786058268516,28.241312216678768,20.819423434998342,34.70778292402284,34.59140197264139
2015-08-10,0.1190158449830624,12.96337311033969,19.288036614575475,19.745363231779823,19.26706920473222,29.0364571982312,20.82828908466877,34.39178672593922,33.463890302249666
2015-08-11,0.11827887256729433,13.019482391478226,21.768233147147114,23.834406210829062,19.075940054962107,31.363193785332005,20.551143944637882,35.136663066439894,33.04840576908382
2015-08-12,0.12642372923887144,12.884557127491995,23.81957640510835,23.937585606632737,18.893727019928882,31.87428708209458,20.33564007655271,41.395262497642214,31.887003088528992
2015-08-13,0.12734210659338585,13.225834627993631,23.167643839044793,22.412407598667052,19.13091153441647,33.49180598876625,24.889324396975766,38.75323005477777,33.80651101664811
2015-08-14,0.12692500236177826,13.18611539922187,22.37925077983891,22.478392143043294,18.916217141746188,34.8247365674035,25.35427547884135,39.19800906283456,40.55104328488091
2015-08-17,0.12499275835119891,13.044131235232278,21.663943327714097,21.227824522545667,18.701478773781673,34.19953347581318,24.876351056278587,36.84251328540033,39.04220894178294
2015-08-18,0.11535868326198581,12.94985650990514,21.686117594504807,20.360113215922045,18.50023871523394,34.11875239722154,24.69908187301712,35.75122230288471,39.67130100121334
2015-08-19,0.11566649281744808,12.80134325595303,21.901441102864425,19.74803976957278,18.827846131836147,33.52359089206528,24.24249926221107,34.99055596996226,38.41395794531231
2015-08-20,0.13291803011148676,12.894062026046416,21.378007555349836,18.880834564608826,18.832395461730695,34.20924718823889,23.962257903612752,41.61305607391968,37.005990512243386
2015-08-21,0.1339641255070285,13.925387639554174,21.822317583174197,18.315099346004075,18.698312948168066,34.54458057827161,23.560192711543948,39.10623473820243,36.20833444788218
2015-08-24,0.13474269156537996,13.819540313806208,21.346278065022563,19.45398218231789,19.315476872777282,36.58059174743296,23.135146297174185,38.00065473576647,37.597373016429025
2015-08-25,0.1400418824885952,13.718306610886156,21.75552970555194,20.75039962645914,19.105985143276502,37.518478525170416,27.01512352565775,48.29098588632918,36.52001857872999
2015-08-26,0.14338267919162084,13.987852986343269,22.98393495756119,22.062026289567758,19.002867434915277,36.81562120377304,26.869645196350106,47.4245772651581,35.662849703014636
2015-08-27,0.14327144263748517,14.166301241778482,25.420152280760778,21.969099804971233,18.839560504490603,36.34856742672262,27.066239784845298,45.42752111635766,34.37625725376674
2015-08-28,0.14298710822273736,13.991206292249194,28.152701292318312,23.976436710406013,18.659889252417653,36.126958227534104,27.276748107193185,69.6830399029876,34.631331195436225
2015-08-31,0.1262814376105203,14.01865481187373,26.93673580989965,24.69534372178705,18.44660831084694,35.48056961542005,26.749479054587873,72.80883980347429,35.93988731524295
2015-09-01,0.12675019662478312,13.841750942214924,25.804705232971486,23.050287941509218,18.275473159256386,34.82265307884427,26.232449824154404,82.38200868835663,34.9569802655701
2015-09-02,0.12319493298853124,13.754013553481938,25.46941260748475,21.654660168745817,18.410073917920606,35.293543606285105,25.74604817134617,88.85717916957046,33.749310254800186
2015-09-03,0.12587522664072678,13.657555368798441,24.953600528954706,20.699326394155587,18.36483910599277,35.16597336673725,25.34715216290602,82.35376613834448,34.00298054288856
2015-09-04,0.12373681044659333,13.643444401777321,25.727965849008562,21.82154276004831,18.15907156125736,34.72710922942159,24.87295810066444,76.026921726028,35.36989753036277
2015-09-08,0.12083351860002334,13.492456296971557,27.335857645002356,21.76595061813129,18.49336370245488,34.10515222127525,24.41161588711653,70.63930233602026,36.33437186554711
2015-09-09,0.13060467820270508,13.323799135051939,32.57161429850101,21.641061554206267,18.833443522430255,33.812251283922365,23.981181906329837,65.17441009873365,36.23528099227705
2015-09-10,0.13146540167369689,13.845849311438215,30.886840317903975,20.577426585550096,19.03344266812958,33.20723979653799,23.542820830492815,64.49471267367772,36.50285734965535
2015-09-11,0.13196973279660487,13.768570521144015,29.403384028171658,19.568545873946,18.813525061354795,34.84317820603257,23.127398208134466,63.49877522706425,35.562636385185144
2015-09-14,0.1313361641850252,13.670622059784735,28.01912387581994,18.730397962520218,18.746075560099534,34.21282697639674,22.90267406141863,61.00600355442148,34.29480182777125
2015-09-15,0.13113137253558022,13.529368620929809,27.847670717568352,18.43708868512686,18.69708816956902,34.87281813246036,22.698607634995394,57.04708360510682,34.84234362580008
